Artist,Title,Label,Path,Chorus_Path
twenty one pilots,Tear In My Heart,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Tear In My Heart - twenty one pilots.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Tear In My Heart - twenty one pilots.mp3.wav
Drake,Energy,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Energy - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Energy - Drake.mp3.wav
Imagine Dragons,I Bet My Life,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I Bet My Life - Imagine Dragons.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/I Bet My Life - Imagine Dragons.mp3.wav
Drake,Know Yourself,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Know Yourself - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Know Yourself - Drake.mp3.wav
Kendrick Lamar,King Kunta,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/King Kunta - Kendrick Lamar.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/King Kunta - Kendrick Lamar.mp3.wav
Drake,Legend,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Legend - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Legend - Drake.mp3.wav
Kendrick Lamar,The Blacker The Berry,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Blacker The Berry - Kendrick Lamar.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/The Blacker The Berry - Kendrick Lamar.mp3.wav
Drake,10 Bands,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/10 Bands - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/10 Bands - Drake.mp3.wav
twenty one pilots,Fairly Local,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fairly Local - twenty one pilots.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Fairly Local - twenty one pilots.mp3.wav
Carrie Underwood,Something In The Water,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Something In The Water - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Something In The Water - Carrie Underwood.mp3.wav
Fergie,L.A.LOVE (la la),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/L.A.LOVE (la la) - Fergie.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/L.A.LOVE (la la) - Fergie.mp3.wav
One Direction,Steal My Girl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Steal My Girl - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Steal My Girl - One Direction.mp3.wav
The Weeknd,Often,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Often - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Often - The Weeknd.mp3.wav
Kendrick Lamar,i,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/i - Kendrick Lamar.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/i - Kendrick Lamar.mp3.wav
Gwen Stefani,Baby Don't Lie,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Baby Don't Lie - Gwen Stefani.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Baby Don't Lie - Gwen Stefani.mp3.wav
Katy Perry,This Is How We Do,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/This Is How We Do - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/This Is How We Do - Katy Perry.mp3.wav
One Direction,Stockholm Syndrome,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Stockholm Syndrome - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Stockholm Syndrome - One Direction.mp3.wav
Nicki Minaj,Pills N Potions,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Pills N Potions - Nicki Minaj.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Pills N Potions - Nicki Minaj.mp3.wav
Pharrell Williams,Come Get It Bae,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Come Get It Bae - Pharrell Williams.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Come Get It Bae - Pharrell Williams.mp3.wav
Iggy Azalea,Work,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Work - Iggy Azalea.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Work - Iggy Azalea.mp3.wav
Usher,Good Kisser,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Good Kisser - Usher.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Good Kisser - Usher.mp3.wav
The Chainsmokers,#SELFIE,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/#SELFIE - The Chainsmokers.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/#SELFIE - The Chainsmokers.mp3.wav
Bruno Mars,Young Girls,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Young Girls - Bruno Mars.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Young Girls - Bruno Mars.mp3.wav
Rascal Flatts,Rewind,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Rewind - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Rewind - Rascal Flatts.mp3.wav
Coldplay,Magic,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Magic - Coldplay.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Magic - Coldplay.mp3.wav
Imagine Dragons,On Top Of The World,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/On Top Of The World - Imagine Dragons.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/On Top Of The World - Imagine Dragons.mp3.wav
Katy Perry,Unconditionally,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Unconditionally - Katy Perry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Unconditionally - Katy Perry.mp3.wav
Eminem,Rap God,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Rap God - Eminem.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Rap God - Eminem.mp3.wav
Beyonce,XO,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/XO - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/XO - Beyonce.mp3.wav
Drake,The Language,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Language - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/The Language - Drake.mp3.wav
Justin Timberlake,TKO,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/TKO - Justin Timberlake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/TKO - Justin Timberlake.mp3.wav
Justin Bieber,All That Matters,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/All That Matters - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/All That Matters - Justin Bieber.mp3.wav
Kanye West,Bound 2,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Bound 2 - Kanye West.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Bound 2 - Kanye West.mp3.wav
Future,Honest,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Honest - Future.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Honest - Future.mp3.wav
Britney Spears,Perfume,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Perfume - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Perfume - Britney Spears.mp3.wav
Drake,Worst Behavior,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Worst Behavior - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Worst Behavior - Drake.mp3.wav
Daughtry,Waiting For Superman,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Waiting For Superman - Daughtry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Waiting For Superman - Daughtry.mp3.wav
Eminem,Survival,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Survival - Eminem.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Survival - Eminem.mp3.wav
One Direction,Diana,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Diana - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Diana - One Direction.mp3.wav
One Direction,Midnight Memories,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Midnight Memories - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Midnight Memories - One Direction.mp3.wav
Rihanna,What Now,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/What Now - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/What Now - Rihanna.mp3.wav
Taylor Swift,Red,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Red - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Red - Taylor Swift.mp3.wav
Bruno Mars,Gorilla,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Gorilla - Bruno Mars.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Gorilla - Bruno Mars.mp3.wav
One Direction,Strong,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Strong - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Strong - One Direction.mp3.wav
Britney Spears,Work B**ch!,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Work B**ch! - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Work B**ch! - Britney Spears.mp3.wav
Ariana Grande,Last Christmas,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Last Christmas - Ariana Grande.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Last Christmas - Ariana Grande.mp3.wav
Justin Timberlake,Take Back The Night,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Take Back The Night - Justin Timberlake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Take Back The Night - Justin Timberlake.mp3.wav
Britney Spears,Ooh La La,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ooh La La - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Ooh La La - Britney Spears.mp3.wav
Avril Lavigne,Here's To Never Growing Up,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Here's To Never Growing Up - Avril Lavigne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Here's To Never Growing Up - Avril Lavigne.mp3.wav
Chris Brown,Fine China,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fine China - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Fine China - Chris Brown.mp3.wav
Carrie Underwood,Two Black Cadillacs,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Two Black Cadillacs - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Two Black Cadillacs - Carrie Underwood.mp3.wav
One Direction,Kiss You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Kiss You - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Kiss You - One Direction.mp3.wav
Justin Timberlake,Pusher Love Girl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Pusher Love Girl - Justin Timberlake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Pusher Love Girl - Justin Timberlake.mp3.wav
Future,Neva End,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Neva End - Future.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Neva End - Future.mp3.wav
Ke$ha,C'mon,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/C'mon - Ke$ha.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/C'mon - Ke$ha.mp3.wav
One Direction,One Way Or Another (Teenage Kicks),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/One Way Or Another (Teenage Kicks) - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/One Way Or Another (Teenage Kicks) - One Direction.mp3.wav
Kendrick Lamar,"Bitch, Don't Kill My Vibe",0,"/home/yamen/Projects/Technocolabs/sample_data/unpopular/Bitch, Don't Kill My Vibe - Kendrick Lamar.mp3","/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Bitch, Don't Kill My Vibe - Kendrick Lamar.mp3.wav"
Rascal Flatts,Changed,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Changed - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Changed - Rascal Flatts.mp3.wav
Nicki Minaj,Va Va Voom,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Va Va Voom - Nicki Minaj.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Va Va Voom - Nicki Minaj.mp3.wav
One Direction,Little Things,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Little Things - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Little Things - One Direction.mp3.wav
The Weeknd,Wicked Games,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wicked Games - The Weeknd.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Wicked Games - The Weeknd.mp3.wav
Chris Brown,Don't Judge Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Don't Judge Me - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Don't Judge Me - Chris Brown.mp3.wav
Adele,Skyfall,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Skyfall - Adele.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Skyfall - Adele.mp3.wav
One Direction,Live While We're Young,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Live While We're Young - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Live While We're Young - One Direction.mp3.wav
Taylor Swift,Begin Again,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Begin Again - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Begin Again - Taylor Swift.mp3.wav
Future,Turn On The Lights,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Turn On The Lights - Future.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Turn On The Lights - Future.mp3.wav
Rascal Flatts,Come Wake Me Up,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Come Wake Me Up - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Come Wake Me Up - Rascal Flatts.mp3.wav
Beyonce,Dance For You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Dance For You - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Dance For You - Beyonce.mp3.wav
One Direction,One Thing,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/One Thing - One Direction.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/One Thing - One Direction.mp3.wav
T.I.,Go Get It,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Go Get It - T.I..mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Go Get It - T.I..mp3.wav
Taylor Swift,Eyes Open,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Eyes Open - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Eyes Open - Taylor Swift.mp3.wav
Taylor Swift,Ours,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ours - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Ours - Taylor Swift.mp3.wav
Beyonce,Love On Top,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Love On Top - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Love On Top - Beyonce.mp3.wav
Rascal Flatts,Banjo,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Banjo - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Banjo - Rascal Flatts.mp3.wav
LMFAO,Sorry For Party Rocking,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Sorry For Party Rocking - LMFAO.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Sorry For Party Rocking - LMFAO.mp3.wav
Justin Bieber,Mistletoe,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Mistletoe - Justin Bieber.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Mistletoe - Justin Bieber.mp3.wav
Lady Gaga,Marry The Night,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Marry The Night - Lady Gaga.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Marry The Night - Lady Gaga.mp3.wav
Nickelback,When We Stand Together,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/When We Stand Together - Nickelback.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/When We Stand Together - Nickelback.mp3.wav
Avril Lavigne,Wish You Were Here,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wish You Were Here - Avril Lavigne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Wish You Were Here - Avril Lavigne.mp3.wav
Lil Wayne,Blunt Blowin,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Blunt Blowin - Lil Wayne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Blunt Blowin - Lil Wayne.mp3.wav
Beyonce,Countdown,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Countdown - Beyonce.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Countdown - Beyonce.mp3.wav
Nicki Minaj,Stupid Hoe,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Stupid Hoe - Nicki Minaj.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Stupid Hoe - Nicki Minaj.mp3.wav
Taylor Swift,If This Was A Movie,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/If This Was A Movie - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/If This Was A Movie - Taylor Swift.mp3.wav
Taylor Swift,Sparks Fly,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Sparks Fly - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Sparks Fly - Taylor Swift.mp3.wav
Drake,Hate Sleeping Alone,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Hate Sleeping Alone - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Hate Sleeping Alone - Drake.mp3.wav
Britney Spears,Criminal,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Criminal - Britney Spears.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Criminal - Britney Spears.mp3.wav
Drake,Shot For Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Shot For Me - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Shot For Me - Drake.mp3.wav
Rihanna,California King Bed,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/California King Bed - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/California King Bed - Rihanna.mp3.wav
Coldplay,Every Teardrop Is A Waterfall,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Every Teardrop Is A Waterfall - Coldplay.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Every Teardrop Is A Waterfall - Coldplay.mp3.wav
Taylor Swift,Mean,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Mean - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Mean - Taylor Swift.mp3.wav
Rihanna,Man Down,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Man Down - Rihanna.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Man Down - Rihanna.mp3.wav
Maroon 5,Never Gonna Leave This Bed,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Never Gonna Leave This Bed - Maroon 5.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Never Gonna Leave This Bed - Maroon 5.mp3.wav
Drake,Marvins Room,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Marvins Room - Drake.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Marvins Room - Drake.mp3.wav
Avril Lavigne,Smile,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Smile - Avril Lavigne.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Smile - Avril Lavigne.mp3.wav
Taylor Swift,The Story Of Us,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Story Of Us - Taylor Swift.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/The Story Of Us - Taylor Swift.mp3.wav
Rascal Flatts,I Won't Let Go,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I Won't Let Go - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/I Won't Let Go - Rascal Flatts.mp3.wav
Nicki Minaj,Did It On'em,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Did It On'em - Nicki Minaj.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Did It On'em - Nicki Minaj.mp3.wav
Chris Brown,No BS,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/No BS - Chris Brown.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/No BS - Chris Brown.mp3.wav
Nicki Minaj,Right Thru Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Right Thru Me - Nicki Minaj.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Right Thru Me - Nicki Minaj.mp3.wav
Carrie Underwood,Mama's Song,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Mama's Song - Carrie Underwood.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Mama's Song - Carrie Underwood.mp3.wav
Rascal Flatts,Why Wait,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Why Wait - Rascal Flatts.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Why Wait - Rascal Flatts.mp3.wav
Coldplay,Christmas Lights,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Christmas Lights - Coldplay.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Christmas Lights - Coldplay.mp3.wav
Daughtry,September,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/September - Daughtry.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/September - Daughtry.mp3.wav
Akon,Angel,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Angel - Akon.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/Angel - Akon.mp3.wav
Ne-Yo,One In A Million,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/One In A Million - Ne-Yo.mp3,/home/yamen/Projects/Technocolabs/Chorus//home/yamen/Projects/Technocolabs/sample_data/unpopular/One In A Million - Ne-Yo.mp3.wav
