Artist,Title,Label,Path
One Direction,One Way Or Another (Teenage Kicks),0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/One Way Or Another (Teenage Kicks) - One Direction.mp3
Kendrick Lamar,"Bitch, Don't Kill My Vibe",0,"/home/yamen/Projects/Technocolabs/sample_data/unpopular/Bitch, Don't Kill My Vibe - Kendrick Lamar.mp3"
Rascal Flatts,Changed,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Changed - Rascal Flatts.mp3
Nicki Minaj,Va Va Voom,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Va Va Voom - Nicki Minaj.mp3
One Direction,Little Things,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Little Things - One Direction.mp3
The Weeknd,Wicked Games,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wicked Games - The Weeknd.mp3
Chris Brown,Don't Judge Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Don't Judge Me - Chris Brown.mp3
Adele,Skyfall,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Skyfall - Adele.mp3
One Direction,Live While We're Young,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Live While We're Young - One Direction.mp3
Taylor Swift,Begin Again,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Begin Again - Taylor Swift.mp3
Future,Turn On The Lights,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Turn On The Lights - Future.mp3
Rascal Flatts,Come Wake Me Up,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Come Wake Me Up - Rascal Flatts.mp3
Beyonce,Dance For You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Dance For You - Beyonce.mp3
One Direction,One Thing,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/One Thing - One Direction.mp3
T.I.,Go Get It,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Go Get It - T.I..mp3
Taylor Swift,Eyes Open,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Eyes Open - Taylor Swift.mp3
Taylor Swift,Ours,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ours - Taylor Swift.mp3
Beyonce,Love On Top,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Love On Top - Beyonce.mp3
Rascal Flatts,Banjo,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Banjo - Rascal Flatts.mp3
LMFAO,Sorry For Party Rocking,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Sorry For Party Rocking - LMFAO.mp3
Justin Bieber,Mistletoe,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Mistletoe - Justin Bieber.mp3
Lady Gaga,Marry The Night,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Marry The Night - Lady Gaga.mp3
Nickelback,When We Stand Together,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/When We Stand Together - Nickelback.mp3
Avril Lavigne,Wish You Were Here,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wish You Were Here - Avril Lavigne.mp3
Lil Wayne,Blunt Blowin,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Blunt Blowin - Lil Wayne.mp3
Beyonce,Countdown,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Countdown - Beyonce.mp3
Nicki Minaj,Stupid Hoe,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Stupid Hoe - Nicki Minaj.mp3
Taylor Swift,If This Was A Movie,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/If This Was A Movie - Taylor Swift.mp3
Taylor Swift,Sparks Fly,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Sparks Fly - Taylor Swift.mp3
Drake,Hate Sleeping Alone,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Hate Sleeping Alone - Drake.mp3
Britney Spears,Criminal,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Criminal - Britney Spears.mp3
Drake,Shot For Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Shot For Me - Drake.mp3
Rihanna,California King Bed,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/California King Bed - Rihanna.mp3
Coldplay,Every Teardrop Is A Waterfall,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Every Teardrop Is A Waterfall - Coldplay.mp3
Taylor Swift,Mean,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Mean - Taylor Swift.mp3
Rihanna,Man Down,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Man Down - Rihanna.mp3
Maroon 5,Never Gonna Leave This Bed,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Never Gonna Leave This Bed - Maroon 5.mp3
Drake,Marvins Room,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Marvins Room - Drake.mp3
Avril Lavigne,Smile,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Smile - Avril Lavigne.mp3
Taylor Swift,The Story Of Us,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/The Story Of Us - Taylor Swift.mp3
Rascal Flatts,I Won't Let Go,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I Won't Let Go - Rascal Flatts.mp3
Nicki Minaj,Did It On'em,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Did It On'em - Nicki Minaj.mp3
Chris Brown,No BS,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/No BS - Chris Brown.mp3
Nicki Minaj,Right Thru Me,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Right Thru Me - Nicki Minaj.mp3
Carrie Underwood,Mama's Song,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Mama's Song - Carrie Underwood.mp3
Rascal Flatts,Why Wait,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Why Wait - Rascal Flatts.mp3
Coldplay,Christmas Lights,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Christmas Lights - Coldplay.mp3
Daughtry,September,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/September - Daughtry.mp3
Akon,Angel,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Angel - Akon.mp3
Ne-Yo,One In A Million,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/One In A Million - Ne-Yo.mp3
Ne-Yo,Beautiful Monster,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Beautiful Monster - Ne-Yo.mp3
Nickelback,This Afternoon,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/This Afternoon - Nickelback.mp3
Kanye West,POWER,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/POWER - Kanye West.mp3
P!nk,Glitter In The Air,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Glitter In The Air - P!nk.mp3
Ne-Yo,Champagne Life,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Champagne Life - Ne-Yo.mp3
Miley Cyrus,Can't Be Tamed,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Can't Be Tamed - Miley Cyrus.mp3
Justin Bieber,U Smile,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/U Smile - Justin Bieber.mp3
Carrie Underwood,Temporary Home,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Temporary Home - Carrie Underwood.mp3
T.I.,I'm Back,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I'm Back - T.I..mp3
Miley Cyrus,When I Look At You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/When I Look At You - Miley Cyrus.mp3
Mary J. Blige,I Am,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I Am - Mary J. Blige.mp3
Rascal Flatts,Unstoppable,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Unstoppable - Rascal Flatts.mp3
Taylor Swift,Fearless,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fearless - Taylor Swift.mp3
Avril Lavigne,Alice,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Alice - Avril Lavigne.mp3
Taylor Swift,Fifteen,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Fifteen - Taylor Swift.mp3
Carrie Underwood,Cowboy Casanova,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Cowboy Casanova - Carrie Underwood.mp3
Rihanna,Russian Roulette,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Russian Roulette - Rihanna.mp3
Alicia Keys,Empire State Of Mind (Part II) Broken Down,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Empire State Of Mind (Part II) Broken Down - Alicia Keys.mp3
Justin Bieber,One Less Lonely Girl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/One Less Lonely Girl - Justin Bieber.mp3
Usher,Papers,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Papers - Usher.mp3
Nickelback,Never Gonna Be Alone,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Never Gonna Be Alone - Nickelback.mp3
Eminem,Elevator,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Elevator - Eminem.mp3
Chris Brown,Crawl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Crawl - Chris Brown.mp3
Lil Wayne,On Fire,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/On Fire - Lil Wayne.mp3
P!nk,Funhouse,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Funhouse - P!nk.mp3
Justin Bieber,Down To Earth,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Down To Earth - Justin Bieber.mp3
Alicia Keys,Doesn't Mean Anything,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Doesn't Mean Anything - Alicia Keys.mp3
Justin Bieber,Bigger,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Bigger - Justin Bieber.mp3
Rascal Flatts,Summer Nights,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Summer Nights - Rascal Flatts.mp3
Beyonce,Ego,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Ego - Beyonce.mp3
Sean Paul,So Fine,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/So Fine - Sean Paul.mp3
LMFAO,I'm In Miami Trick,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I'm In Miami Trick - LMFAO.mp3
Daughtry,You Don't Belong,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/You Don't Belong - Daughtry.mp3
Eminem,Beautiful,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Beautiful - Eminem.mp3
Rascal Flatts,Here Comes Goodbye,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Here Comes Goodbye - Rascal Flatts.mp3
Lil Wayne,Hot Revolver,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Hot Revolver - Lil Wayne.mp3
Katy Perry,Thinking Of You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Thinking Of You - Katy Perry.mp3
Carrie Underwood,Home Sweet Home,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Home Sweet Home - Carrie Underwood.mp3
Miley Cyrus,Hoedown Throwdown,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Hoedown Throwdown - Miley Cyrus.mp3
Taylor Swift,You're Not Sorry,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/You're Not Sorry - Taylor Swift.mp3
Rihanna,Rehab,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Rehab - Rihanna.mp3
Usher,Trading Places,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Trading Places - Usher.mp3
Rascal Flatts,Here,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Here - Rascal Flatts.mp3
Carrie Underwood,Just A Dream,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Just A Dream - Carrie Underwood.mp3
Leona Lewis,Run,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Run - Leona Lewis.mp3
Daughtry,What About Now,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/What About Now - Daughtry.mp3
Nickelback,I'd Come For You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/I'd Come For You - Nickelback.mp3
Jonas Brothers,Lovebug,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Lovebug - Jonas Brothers.mp3
Jonas Brothers,Pushin' Me Away,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Pushin' Me Away - Jonas Brothers.mp3
Taylor Swift,Should've Said No,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Should've Said No - Taylor Swift.mp3
Chris Brown,Take You Down,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Take You Down - Chris Brown.mp3
Alicia Keys,Teenage Love Affair,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Teenage Love Affair - Alicia Keys.mp3
Carrie Underwood,Last Name,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Last Name - Carrie Underwood.mp3
Usher,Moving Mountains,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Moving Mountains - Usher.mp3
Jonas Brothers,Play My Music,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Play My Music - Jonas Brothers.mp3
Jonas Brothers,When You Look Me In The Eyes,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/When You Look Me In The Eyes - Jonas Brothers.mp3
Carrie Underwood,All-American Girl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/All-American Girl - Carrie Underwood.mp3
Taylor Swift,Picture To Burn,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Picture To Burn - Taylor Swift.mp3
Britney Spears,Break The Ice,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Break The Ice - Britney Spears.mp3
Maroon 5,Won't Go Home Without You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Won't Go Home Without You - Maroon 5.mp3
Rascal Flatts,Every Day,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Every Day - Rascal Flatts.mp3
Ne-Yo,Go On Girl,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Go On Girl - Ne-Yo.mp3
Daughtry,Over You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Over You - Daughtry.mp3
Maroon 5,Wake Up Call,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Wake Up Call - Maroon 5.mp3
Chris Brown,This Christmas,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/This Christmas - Chris Brown.mp3
Britney Spears,Gimme More,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Gimme More - Britney Spears.mp3
Carrie Underwood,So Small,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/So Small - Carrie Underwood.mp3
Rascal Flatts,Winner At A Losing Game,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Winner At A Losing Game - Rascal Flatts.mp3
Mary J. Blige,Work That,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Work That - Mary J. Blige.mp3
Jonas Brothers,S.O.S.,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/S.O.S. - Jonas Brothers.mp3
Carrie Underwood,Do You Hear What I Hear,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Do You Hear What I Hear - Carrie Underwood.mp3
Rascal Flatts,Take Me There,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Take Me There - Rascal Flatts.mp3
Akon,"Sorry, Blame It On Me",0,"/home/yamen/Projects/Technocolabs/sample_data/unpopular/Sorry, Blame It On Me - Akon.mp3"
Ne-Yo,Do You,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Do You - Ne-Yo.mp3
Avril Lavigne,When You're Gone,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/When You're Gone - Avril Lavigne.mp3
Gwen Stefani,4 In The Morning,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/4 In The Morning - Gwen Stefani.mp3
Beyonce,Get Me Bodied,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Get Me Bodied - Beyonce.mp3
Kanye West,Can't Tell Me Nothing,0,/home/yamen/Projects/Technocolabs/sample_data/unpopular/Can't Tell Me Nothing - Kanye West.mp3
Carrie Underwood,Wasted,0,
T.I.,Top Back,0,
The Fray,Look After You,0,
Rascal Flatts,Stand,0,
Jonas Brothers,Year 3000,0,
Rascal Flatts,My Wish,0,
Taylor Swift,Tim McGraw,0,
The Fray,Happy Xmas (War Is Over),0,
Mary J. Blige,Take Me As I Am,0,
Beyonce,Listen,0,
Beyonce,Ring The Alarm,0,
Rascal Flatts,Me And My Gang,0,
Carrie Underwood,Don't Forget To Remember Me,0,
Gwen Stefani,Crash,0,
Gwen Stefani,Luxurious,0,
Rihanna,If It's Lovin' That You Want,0,
Lil Wayne,Fireman,0,
Alicia Keys,Unbreakable,0,
Rascal Flatts,Skin (Sarabeth),0,
